lr-AdamW,step,train/loss_simple_step,train/loss_vlb_step,train/loss_step,global_step,epoch,val/loss_simple,val/loss_vlb,val/loss,val/loss_simple_ema,val/loss_vlb_ema,val/loss_ema,train/loss_simple_epoch,train/loss_vlb_epoch,train/loss_epoch
,3299,0.301899254322052,0.002047464717179537,0.301899254322052,3299.0,9,,,,,,,,,
0.01,3349,,,,,,,,,,,,,,
,3349,0.40585818886756897,0.00225359620526433,0.40585818886756897,3349.0,9,,,,,,,,,
0.01,3399,,,,,,,,,,,,,,
,3399,0.004650586284697056,2.4743272660998628e-05,0.004650586284697056,3399.0,9,,,,,,,,,
0.01,3449,,,,,,,,,,,,,,
,3449,0.0567665696144104,0.0001973898324649781,0.0567665696144104,3449.0,9,,,,,,,,,
0.01,3499,,,,,,,,,,,,,,
,3499,0.03698384761810303,0.00013910920824855566,0.03698384761810303,3499.0,9,,,,,,,,,
,3499,,,,,9,0.061867229640483856,0.0002335406607016921,0.061867229640483856,0.22607754170894623,0.0011763935908675194,0.22607754170894623,,,
,3499,,,,,9,,,,,,,0.15541547536849976,0.0031681747641414404,0.15541547536849976
0.01,3549,,,,,,,,,,,,,,
,3549,0.2771683931350708,0.0010898099280893803,0.2771683931350708,3549.0,10,,,,,,,,,
0.01,3599,,,,,,,,,,,,,,
,3599,0.34228235483169556,0.0017615482211112976,0.34228235483169556,3599.0,10,,,,,,,,,
0.01,3649,,,,,,,,,,,,,,
,3649,0.08038026094436646,0.0002754748857114464,0.08038026094436646,3649.0,10,,,,,,,,,
0.01,3699,,,,,,,,,,,,,,
,3699,0.21156886219978333,0.0007900443160906434,0.21156886219978333,3699.0,10,,,,,,,,,
0.01,3749,,,,,,,,,,,,,,
,3749,0.10365500301122665,0.0003693802282214165,0.10365500301122665,3749.0,10,,,,,,,,,
0.01,3799,,,,,,,,,,,,,,
,3799,0.2514147162437439,0.0014898213557898998,0.2514147162437439,3799.0,10,,,,,,,,,
0.01,3849,,,,,,,,,,,,,,
,3849,0.03898537904024124,0.0001420619955752045,0.03898537904024124,3849.0,10,,,,,,,,,
,3849,,,,,10,0.26139920949935913,0.0131221367046237,0.26139920949935913,0.09198444336652756,0.0003547529340721667,0.09198444336652756,,,
,3849,,,,,10,,,,,,,0.1607295274734497,0.003933649510145187,0.1607295274734497
0.01,3899,,,,,,,,,,,,,,
,3899,0.059589870274066925,0.0002160756557714194,0.059589870274066925,3899.0,11,,,,,,,,,
0.01,3949,,,,,,,,,,,,,,
,3949,0.05637763440608978,0.00019564240938052535,0.05637763440608978,3949.0,11,,,,,,,,,
0.01,3999,,,,,,,,,,,,,,
,3999,0.2009376734495163,0.0006702658720314503,0.2009376734495163,3999.0,11,,,,,,,,,
0.01,4049,,,,,,,,,,,,,,
,4049,0.2794378697872162,0.003296429291367531,0.2794378697872162,4049.0,11,,,,,,,,,
0.01,4099,,,,,,,,,,,,,,
,4099,0.394917368888855,0.004240057431161404,0.394917368888855,4099.0,11,,,,,,,,,
0.01,4149,,,,,,,,,,,,,,
,4149,0.17136962711811066,0.0006945760687813163,0.17136962711811066,4149.0,11,,,,,,,,,
0.01,4199,,,,,,,,,,,,,,
,4199,0.24042928218841553,0.00212857942096889,0.24042928218841553,4199.0,11,,,,,,,,,
,4199,,,,,11,0.09285043179988861,0.00035410936106927693,0.09285043179988861,0.18213306367397308,0.0013496942119672894,0.18213306367397308,,,
,4199,,,,,11,,,,,,,0.16411389410495758,0.00221801083534956,0.16411389410495758
0.01,4249,,,,,,,,,,,,,,
,4249,0.2738550901412964,0.0018655513413250446,0.2738550901412964,4249.0,12,,,,,,,,,
0.01,4299,,,,,,,,,,,,,,
,4299,0.010890648700296879,4.988274667994119e-05,0.010890648700296879,4299.0,12,,,,,,,,,
0.01,4349,,,,,,,,,,,,,,
,4349,0.33562541007995605,0.0032611070200800896,0.33562541007995605,4349.0,12,,,,,,,,,
0.01,4399,,,,,,,,,,,,,,
,4399,0.15463878214359283,0.0005801742081530392,0.15463878214359283,4399.0,12,,,,,,,,,
0.01,4449,,,,,,,,,,,,,,
,4449,0.009320967830717564,4.212914063828066e-05,0.009320967830717564,4449.0,12,,,,,,,,,
0.01,4499,,,,,,,,,,,,,,
,4499,0.0043411655351519585,2.3281569156097248e-05,0.0043411655351519585,4499.0,12,,,,,,,,,
0.01,4549,,,,,,,,,,,,,,
,4549,0.10485853254795074,0.0004128319560550153,0.10485853254795074,4549.0,12,,,,,,,,,
,4549,,,,,12,0.22055260837078094,0.00221344199962914,0.22055260837078094,0.1378895342350006,0.0005316081806086004,0.1378895342350006,,,
,4549,,,,,12,,,,,,,0.15536145865917206,0.0031858724541962147,0.15536145865917206
0.01,4599,,,,,,,,,,,,,,
,4599,0.026635795831680298,0.00010430791735416278,0.026635795831680298,4599.0,13,,,,,,,,,
0.01,4649,,,,,,,,,,,,,,
,4649,0.11164788156747818,0.0005058819078840315,0.11164788156747818,4649.0,13,,,,,,,,,
0.01,4699,,,,,,,,,,,,,,
,4699,0.01161164790391922,5.254113784758374e-05,0.01161164790391922,4699.0,13,,,,,,,,,
0.01,4749,,,,,,,,,,,,,,
,4749,0.08696487545967102,0.00030167019576765597,0.08696487545967102,4749.0,13,,,,,,,,,
0.01,4799,,,,,,,,,,,,,,
,4799,0.030898628756403923,0.00012305662676226348,0.030898628756403923,4799.0,13,,,,,,,,,
0.01,4849,,,,,,,,,,,,,,
,4849,0.2217569649219513,0.0009911881061270833,0.2217569649219513,4849.0,13,,,,,,,,,
0.01,4899,,,,,,,,,,,,,,
,4899,0.24081863462924957,0.0020459198858588934,0.24081863462924957,4899.0,13,,,,,,,,,
,4899,,,,,13,0.30824586749076843,0.0023793962318450212,0.30824586749076843,0.1754201203584671,0.0029136103112250566,0.1754201203584671,,,
,4899,,,,,13,,,,,,,0.16475233435630798,0.0028461902402341366,0.16475233435630798
0.01,4949,,,,,,,,,,,,,,
,4949,0.07096352428197861,0.00024996354477480054,0.07096352428197861,4949.0,14,,,,,,,,,
0.01,4999,,,,,,,,,,,,,,
,4999,0.29667234420776367,0.002441572258248925,0.29667234420776367,4999.0,14,,,,,,,,,
,4999,,,,,14,,,,,,,0.15613596141338348,0.0033380005042999983,0.15613596141338348
